Kategori;Poz No;Taným;Birim;2025 Birim Fiyat (TL)
KAPI & PENCERE;102407202;Sert PVC den yapýlmýþ binalarýn iç yüzeylerinde kullanýlan kaplama levhasý (TS 10884);;160.00
BOYA & ALÇI;102407203;Sert PVC den yapýlmýþ her renk ve desende asma tavan levhalarý (60 cm x 60 cm) (TS 10884);;180.00
BOYA & ALÇI;102407204;Sert PVC den yapýlmýþ her renk ve desende asma tavan levhalarý (30 cm x 30 cm) (TS EN 13964);;165.00
ZEMÝN & DUVAR KAPLAMA;102408001;Cam mozaikler;;360.00
ZEMÝN & DUVAR KAPLAMA;102408002;Seramik mozaikler;;475.00
ZEMÝN & DUVAR KAPLAMA;102408003;Doðaltaþ mozaikler (Derzsiz-Patlatma Yüzeyli);;710.00
ZEMÝN & DUVAR KAPLAMA;102408004;Doðaltaþ mozaikler (Derzli-Düz Yüzeyli);;785.00
SIHHÝ TESÝSAT;102409001;Üzeri 30 mikron kalýnlýkta koruyucu film veya jel kaplý 0,9mm kalýnlýkta UV dayanýmlý ýþýk geçirgen özellikte oluklu trapezoidal çatý örtü levhasý;;145.00
BOYA & ALÇI;102409021;Üst levha 1,5mm kalýnlýkta üzeri 30 mikron kalýnlýkta koruyucu film veya jel kaplý alt levha 1,2mm kalýnlýkta filmsiz  veya jelsiz arasýnda 30kg/m³ yoðunlukta 40mm kalýnlýðýnda polietilen sünger dolgulu UV dayanýmlý, oluklu/trapezoidal panel levhalar;;545.00
BOYA & ALÇI;102409022;Üst levha 1,5mm kalýnlýkta üzeri 30 mikron kalýnlýkta koruyucu film veya jel kaplý alt levha 1,2mm kalýnlýkta filmsiz  veya jelsiz arasýnda 30kg/m³ yoðunlukta 50mm kalýnlýðýnda polietilen sünger dolgulu UV dayanýmlý, oluklu/trapezoidal panel levhalar;;580.00
BOYA & ALÇI;102409023;Üst levha 1,8mm kalýnlýkta üzeri 30 mikron kalýnlýkta koruyucu film veya jel kaplý alt levha 1,5mm kalýnlýkta filmsiz  veya jelsiz arasýnda 30kg/m³ yoðunlukta 40mm kalýnlýðýnda polietilen sünger dolgulu UV dayanýmlý, oluklu/trapezoidal panel levhalar;;650.00
BOYA & ALÇI;102409024;Üst levha 1,8mm kalýnlýkta üzeri 30 mikron kalýnlýkta koruyucu film veya jel kaplý alt levha 1,5mm kalýnlýkta filmsiz veya jelsiz arasýnda 30kg/m³ yoðunlukta 50mm kalýnlýðýnda polietilen sünger dolgulu UV dayanýmlý, oluklu/trapezoidal panel levhalar;;675.00
SIHHÝ TESÝSAT;102409051;Min. 1,00mm et kalýnlýðýnda, UV dayanýmlý ýþýk geçirgen özellikte üstü trapez, altý düz çatý örtü levhasý;;150.00
SIHHÝ TESÝSAT;102409061;Min. 1,00mm et kalýnlýðýnda, UV dayanýmlý ýþýk geçirmeyen özellikte üstü trapez, altý düz çatý örtü levhasý;;120.00
SIHHÝ TESÝSAT;102409071;Min. 1,00mm et kalýnlýðýnda, UV dayanýmlý ýþýk geçirgen özellikte üstü trapez, altý düz 40mm panel yüksekliðinde hava boþluklu çatý örtü levhasý;;320.00
SIHHÝ TESÝSAT;102409081;Min. 1,00mm et kalýnlýðýnda, UV dayanýmlý ýþýk geçirmeyen özellikte üstü trapez, altý düz 40mm panel yüksekliðinde hava boþluklu çatý örtü levhasý;;215.00
KAPI & PENCERE;102409115;Monoblok baþlýklý matkap uçlu vida;;2.20
KAPI & PENCERE;102409116;Kepli trifon vida;;2.20
KAPI & PENCERE;102409117;Kepli kancalý vida;;2.20
BOYA & ALÇI;102501001;Su bazlý  Silikonlu Yarý Mat Ýç Cephe Boyasý (Örtücülük Sýnýf:1, YOD:Sýnýf1, Parlaklýk:G2);;208.00
BOYA & ALÇI;102501002;Su bazlý  Silikonlu Yarý Mat Ýç Cephe Boyasý (Örtücülük Sýnýf:2, YOD:Sýnýf1, Parlaklýk:G2);;192.00
BOYA & ALÇI;102501003;Su bazlý Silikonlu  Ýpek Mat Ýç Cephe Boyasý (Örtücülük Sýnýf:2 YOD:Sýnýf 1 Parlaklýk:G2);;160.00
BOYA & ALÇI;102501004;Su bazlý Silikonlu Ýpek Mat Ýç Cephe Boyasý (Örtücülük Sýnýf:2 YOD:Sýnýf 2 Parlaklýk:G2);;136.00
BOYA & ALÇI;102501005;Su bazlý  Silikonlu Soft Mat Ýç Cephe Boyasý (Örtücülük Sýnýf:2, YOD:Sýnýf:1, Parlaklýk:G2);;152.00
BOYA & ALÇI;102501006;Su bazlý  Silikonlu Soft Mat Ýç Cephe Boyasý (Örtücülük Sýnýf:2 YOD:Sýnýf:2, Parlaklýk:G2);;128.00
BOYA & ALÇI;102501007;Su bazlý Silikonlu Mat Ýç Cephe Boyasý (Örtücülük Sýnýf:2, YOD:Sýnýf:1, Parlaklýk:G3);;144.00
BOYA & ALÇI;102501008;Su bazlý  Silikonlu Mat Ýç Cephe Boyasý (Örtücülük Sýnýf:2, YOD:Sýnýf:2, Parlaklýk:G3);;120.00
BOYA & ALÇI;102501009;Su bazlý Silikonlu Tam Mat Ýç Cephe Boyasý (Örtücülük Sýnýf:2 YOD:Sýnýf:1, Parlaklýk:G4);;189.00
BOYA & ALÇI;102501010;Su bazlý Plastik Mat Ýç Cephe Boyasý (Örtücülük Sýnýf:2 YOD:Sýnýf:2, Parlaklýk:G3);;114.00
BOYA & ALÇI;102501011;Su bazlý Plastik Mat Ýç Cephe Boyasý (Örtücülük Sýnýf:2, YOD:Sýnýf:3, Parlaklýk:G3);;96.00
BOYA & ALÇI;102501012;Su bazlý Plastik Mat Ýç Cephe Boyasý (Örtücülük Sýnýf:2 YOD:Sýnýf:4, Parlaklýk:G3);;66.00
BOYA & ALÇI;102501013;Su bazlý Silikonlu Yarý Mat Antibakteriyel Ýç Cephe Boyasý (Örtücülük Sýnýf:2, YOD:Sýnýf1, Parlaklýk:G2);;218.00
BOYA & ALÇI;102501014;Su bazlý Silikonlu Ýpek Mat Antibakteriyel Ýç Cephe Boyasý (Örtücülük Sýnýf:2, YOD:Sýnýf1, Parlaklýk:G2);;181.00
BOYA & ALÇI;102501015;Su bazlý Silikonlu Soft Mat Antibakteriel Ýç Cephe Boyasý  (Örtücülük Sýnýf:2, YOD:Sýnýf1, Parlaklýk:G2);;176.00
BOYA & ALÇI;102501016;Su bazlý Silikonlu Mat Antibakteriyel Ýç Cephe Boyasý (Örtücülük Sýnýf:2, YOD:Sýnýf2,  Parlaklýk:G3);;141.00
BOYA & ALÇI;102501017;Su bazlý Plastik Antibakteriyel Ýç Cephe Boyasý (Örtücülük Sýnýf:2 YOD:Sýnýf2 Parlaklýk:G3);;109.00
BOYA & ALÇI;102501018;(VOC miktarý < 0,1g/lt) Su bazlý Ýpek Mat Ýç Cephe boyasý (Örtücülük Sýnýf:2 YOD:Sýnýf1 Parlaklýk:G2)   (VOC= Uçucu Organik Bileþen);;248.00
BOYA & ALÇI;102501019;(VOC miktarý < 0,1g/lt) Su bazlý Tam Mat Ýç Cephe boyasý (Örtücülük Sýnýf:2 YOD:Sýnýf1 Parlaklýk:G4)   (VOC= Uçucu Organik Bileþen);;232.00
BOYA & ALÇI;102501020;Su bazlý Parlak Ýç Cephe Boyasý (Örtücülük Sýnýf:2, YOD:Sýnýf1, Parlaklýk:G1);;280.00
BOYA & ALÇI;102501021;Akrilik kopolimer emülsiyon esaslý su bazlý dýþ cephe boyasý  (V1:W1:G3);;125.00
BOYA & ALÇI;102501022;Akrilik kopolimer emülsiyon esaslý  sýnýfýnda Su Bazlý dýþ cephe boyasý (V1:W2:G3);;133.00
BOYA & ALÇI;102501023;Saf akrilik esaslý Su Bazlý Dýþ Cephe Boyasý (V1:W3:G2);;243.00
BOYA & ALÇI;102501024;Saf akrilik esaslý Su Bazlý Dýþ Cephe Boyasý (V2:W3:G2);;234.00
BOYA & ALÇI;102501025;Saf akrilik esaslý Su Bazlý Dýþ Cephe Boyasý (V2:W3:G3);;225.00
BOYA & ALÇI;102501026;Saf akrilik esaslý Su Bazlý Dýþ Cephe Boyasý (V3:W3:G2);;217.00
BOYA & ALÇI;102501027;Saf akrilik esaslý Su Bazlý Dýþ Cephe Boyasý (V3:W3:G3);;208.00
BOYA & ALÇI;102501028;Silikon esaslý su bazlý Dýþ Cephe Boyasý (V1:W3:G3);;201.00
BOYA & ALÇI;102501029;Silikon esaslý su bazlý Dýþ Cephe Boyasý (V2:W3:G3);;173.00
BOYA & ALÇI;102501030;Silikon esaslý su bazlý Dýþ Cephe Boyasý (V1:W2:G3);;144.00
BOYA & ALÇI;102501031;Silikon esaslý su bazlý mikroorganizma oluþumuna dirençli Dýþ Cephe Boyasý (V1:W3:G3) sýnýfýnda;;225.00
KAPI & PENCERE;102501032;Silikon esaslý su bazlý grenli/tekstürlü dýþ cephe kaplamasý;;80.00
BOYA & ALÇI;102501033;Fotokatalitik özellikli silikon esaslý su bazlý mikroorganizma oluþumuna dirençli dýþ cephe boyasý (V1:W3:G3);;234.00
BOYA & ALÇI;102501034;Fotokatalitik özellikli silikon esaslý su bazlý Dýþ Cephe Boyasý (V1:W3:G3);;208.00
BOYA & ALÇI;102501035;Fotokatalitik özellikli silikon esaslý su bazlý dýþ cephe boyasý (V2:W3:G3);;191.00
BOYA & ALÇI;102501036;Fotokatalitik özellikli saf arkilik esaslý su bazlý dýþ cephe boyasý (V1:W3:G2);;243.00
BOYA & ALÇI;102501037;Saf akrilik esaslý su bazlý grenli/tekstürlü esnek dýþ cephe boyasý (V2:W3:G2);;234.00
BOYA & ALÇI;102501038;Saf akrilik esaslý su bazlý grenli/tekstürlü esnek dýþ cephe boyasý (V2:W3:G3);;225.00
BOYA & ALÇI;102501039;Saf akrilik esaslý su bazlý grenli/tekstürlü esnek dýþ cephe boyasý (V3:W3:G2);;217.00
BOYA & ALÇI;102501040;Saf akrilik esaslý su bazlý grenli/tekstürlü esnek dýþ cephe boyasý (V3:W3:G3);;208.00
BOYA & ALÇI;102501041;Saf Akrilik esaslý su bazlý ince textürlü dýþ cephe boyasý (E2, S1,W3, V2, G2);;234.00
BOYA & ALÇI;102501042;Saf Akrilik esaslý su bazlý ince textürlü dýþ cephe boyasý (E2, S1, W3, V3, G2);;217.00
BOYA & ALÇI;102501044;Sentetik esaslý parlak boya;;200.00
BOYA & ALÇI;102501045;Sentetik esaslý yarý mat boya;;175.00
BOYA & ALÇI;102501046;Sentetik esaslý ipeksi mat boya;;150.00
BOYA & ALÇI;102501047;Sentetik esaslý mat boya;;135.00
BOYA & ALÇI;102501048;Alkid reçine esaslý metal kaplama son kat boyasý;;300.00
BOYA & ALÇI;102501049;Su bazlý Tavan Boyasý (Örtücülük Sýnýf:2, YOD:Sýnýf:4, Parlaklýk G3);;55.00
BOYA & ALÇI;102501050;Su bazlý Tavan Boyasý (Örtücülük Sýnýf:2, YOD:Sýnýf:5, Parlaklýk G3);;45.00
BOYA & ALÇI;102501051;Su bazlý Antibakteriyel Tavan Boyasý (Örtücülük Sýnýf:2, YOD:Sýnýf5, Parlaklýk:G3);;50.00
BOYA & ALÇI;102501052;(VOC miktarý < 0,1g/lt) Su bazlý Tavan Boyasý;;250.00
BOYA & ALÇI;102501053;Su bazlý panel kapý boyasý;;300.00
ZEMÝN & DUVAR KAPLAMA;102501054;Su bazlý dýþ cephe ahþap boyasý (kapý, pencere hariç);;245.00
BOYA & ALÇI;102501055;Solvent bazlý epoksi boya (çift bileþenli);;165.00
BOYA & ALÇI;102501056;Üretan alkid reçine esaslý antikorozif metal boyasý;;315.00
BOYA & ALÇI;102501057;Su bazlý epoksi boya;;80.00
BOYA & ALÇI;102501058;Madeni toz boya (Her renkte);;32.00
BOYA & ALÇI;103001171;Su bazlý boya astarý;;65.00
BOYA & ALÇI;103001172;Su bazlý silikon esaslý dýþ cephe astarý;;95.00
BOYA & ALÇI;103001173;Su bazlý brüt beton astarý;;50.00
ZEMÝN & DUVAR KAPLAMA;103001174;Su bazlý ahþap boyasý astarý;;270.00
BOYA & ALÇI;103001175;Demir - çelik yüzey koruyucu astar (antipas);;120.00
BOYA & ALÇI;103001176;Metal ve PVC yüzey astarý;;415.00
BOYA & ALÇI;103001178;Akrilik esaslý su bazlý antibakteriyel astar;;110.00
BOYA & ALÇI;103001179;Leke kapatýcý termoplastik reçine esaslý iç cephe astarý;;350.00
BOYA & ALÇI;103001180;Sentetik boya astarý;;120.00
ZEMÝN & DUVAR KAPLAMA;103001181;Sentetik esaslý ham ahþap koruyucu astar;;135.00
ZEMÝN & DUVAR KAPLAMA;103001182;Sentetik esaslý renkli ahþap koruyucu;;150.00
BOYA & ALÇI;103001183;Termoplastik reçine esaslý astar;;90.00
BOYA & ALÇI;103001184;Solvent bazlý epoksi astar (çift bileþenli);;170.00
BOYA & ALÇI;103001185;Akrilik kopolimer reçine esaslý solvent bazlý dýþ cephe astarý;;205.00
BOYA & ALÇI;103001186;Dekoratif Kaplama Astarý;;40.00
BOYA & ALÇI;103001201;Su bazlý iç cephe macunu;;40.00
BOYA & ALÇI;103001202;Akrilik esaslý macun;;35.00
ZEMÝN & DUVAR KAPLAMA;103001203;Su bazlý ahþap macunu;;70.00
BOYA & ALÇI;103001204;Sentetik boya macunu;;60.00
ZEMÝN & DUVAR KAPLAMA;103001312;Sentetik esaslý vernikli ahþap koruyucu;;180.00
ZEMÝN & DUVAR KAPLAMA;103001313;Parke cilasý;;200.00
ZEMÝN & DUVAR KAPLAMA;103001314;Parke dolgu verniði;;175.00
BOYA & ALÇI;103001351;Akrilik esaslý hazýr renkli sýva;;40.00
BOYA & ALÇI;103001352;Silikon esaslý hazýr renkli sýva;;47.00
BOYA & ALÇI;103001353;Çimento esaslý hazýr sýva (kuru karýþým);;11.00
BOYA & ALÇI;103001401;Su bazlý soðuk yol çizgi boyasý;;110.00
BOYA & ALÇI;103001402;Solvent bazlý soðuk yol çizgi boyasý;;75.00
BOYA & ALÇI;103001403;Termoplastik esaslý sýcak yol çizgi boyasý;;55.00
BOYA & ALÇI;103001404;Yol çizgi boyasý incelticisi (Klor ve benzolden ari);;36.19
ZEMÝN & DUVAR KAPLAMA;103001503;Ahþap boyasý;;500.00
BOYA & ALÇI;103001504;Metal boyasý;;835.00
BOYA & ALÇI;103001505;PVC, Alüminyum boyasý;;815.00
BOYA & ALÇI;103001506;Antibakteriyel boya;;550.00
BOYA & ALÇI;103001508;Antibakteriyal astar;;275.00
BOYA & ALÇI;103001510;Nano reçine esaslý fotolüminesans pigmentli boya (enerji kesilmesinde en az 8 saat lümine olabilen) (acil çýkýþ yollarý ve iþaretlemeleri, sýðýnaklar, tüneller, depolar, apartman giriþleri, merdiven holleri, askeri koðuþlar vb.);;2685.00
BOYA & ALÇI;103001511;Su bazlý akrilik modifiye poliüretan nano reçine esaslý açýk aleve dayanýklý (90 dakika yanmazlýk saðlayan) boya;;550.00
BOYA & ALÇI;103001512;Su bazlý boya sökücü jel;;305.00
BOYA & ALÇI;103001513;Boya sökücü toz;;75.00
SIHHÝ TESÝSAT;103001514;IR-Güneþ ýþýnlarýný yansýtan her türlü yüzeye (metaller, alüminyum, galvaniz, sýva, beton ve benzeri) nano tek her renkte su bazlý kaplamalar;;2950.00
BOYA & ALÇI;103001515;Akrilik modifiye poliüretan astar;;240.00
ELEKTRÝK;103002001;Normal Priz Alan su geçirimsizlik katkýsý(Sývý);;23.00
ELEKTRÝK;103002002;Hýzlý priz alan su geçirmezlik katkýsý (Sývý);;30.00
ELEKTRÝK;103002003;Çok hýzlý priz alan su geçirmezlik katkýsý (Sývý);;33.50
ELEKTRÝK;103002005;Akýþkanlaþtýrýcý-Priz Geçiktirici harç katkýsý (Sývý);;35.00
ELEKTRÝK;103002033;Orta Akýþkanlaþtýrýcý-Priz Geciktirici (Sývý);;22.00
ELEKTRÝK;103002034;Süper Akýþkanlaþtýrýcý-Priz Geciktirici (Sývý);;35.00
ELEKTRÝK;103002035;Priz Geciktirici Kimyasal Katký (Sývý);;30.00
BOYA & ALÇI;103002122;Tek Bilesenli Akrilik Kopolimer Esaslý Astar (Sývý);;40.00
ZEMÝN & DUVAR KAPLAMA;103002151;Epoksi Esaslý eski betonun yeni betona aderansýný saðlayan yapýþtýrýcý (iki bileþenli);;225.00
BOYA & ALÇI;103002152;Epoksi esaslý zemin kaplama öncesi astar (Ýki bileþenli) (TS EN 1504-2);;315.00
ZEMÝN & DUVAR KAPLAMA;103002155;Epoksi esaslý (iki bileþenli) yapýþtýrýcý ve tamir harcý (TS EN 1504-3);;190.00
ZEMÝN & DUVAR KAPLAMA;103002157;Tek bilesenli poliüretan esaslý UV dayanýmlý derz dolgu mastigi (310 ml kartuþ);;160.00
KAPI & PENCERE;103002158;Polietilen fitil (çap:Ø 6 mm);;1.50
BOYA & ALÇI;103002161;Düþük viskoziteli, siyah pigmentli, iki bileþenli, iletken, epoksi esaslý astar malzemesi (EN 13813);;950.00
ELEKTRÝK;103002171;Çimento esaslý, hýzlý priz alan týkaç harcý (TS EN 1504-3);;55.00
ZEMÝN & DUVAR KAPLAMA;103002191;Yað bazlý kalýp ayýrýcý (konsantre kalýp yaðý) (Ahþap için);;35.00
ZEMÝN & DUVAR KAPLAMA;103002201;Çimento esaslý, standart performanslý, kayma özelliði azaltýlmýþ karo yapýþtýrýcý (TS EN 12004-1 - C1T);;4.50
ZEMÝN & DUVAR KAPLAMA;103002202;Çimento esaslý, standart performanslý, kayma özelliði azaltýlmýþ, açýk bekletme süresi uzatýlmýþ karo yapýþtýrýcý (TS EN 12004-1 - C1TE);;7.50
ZEMÝN & DUVAR KAPLAMA;103002203;Çimento esaslý, yüksek performanslý, kayma özelliði azaltýlmýþ, açýk bekletme süresi uzatýlmýþ karo yapýþtýrýcý (TS EN 12004-1 - C2TE);;11.00
ZEMÝN & DUVAR KAPLAMA;103002204;Çimento esaslý, yüksek performanslý, kayma özelliði azaltýlmýþ, açýk bekletme süresi uzatýlmýþ, esnek karo yapýþtýrýcý ((TS EN 12004-1 - C2TE) ( TS EN 12004-2 - S1));;20.00
ZEMÝN & DUVAR KAPLAMA;103002205;Çimento esaslý, yüksek performanslý, kayma özelliði azaltýlmýþ, açýk bekletme süresi uzatýlmýþ, çok esnek karo yapýþtýrýcý ((TS EN 12004-1 - C2TE) (TS EN 12004-2 - S2));;22.00
ZEMÝN & DUVAR KAPLAMA;103002206;Dispersiyon (Akrilik) esaslý, standart performanslý, kayma özelliði azaltýlmýþ karo yapýþtýrýcý ( TS EN 12004-1 - D1T);;42.00
ZEMÝN & DUVAR KAPLAMA;103002207;Dispersiyon (Akrilik) esaslý, yüksek performanslý, kayma özelliði azaltýlmýþ, açýk bekletme süresi uzatýlmýþ karo yapýþtýrýcý (TS EN 12004-1 - D2TE);;55.00
ZEMÝN & DUVAR KAPLAMA;103002208;Reaksiyon reçine esaslý (iki veya daha fazla bileþenli), yüksek performanslý, kayma özelliði azaltýlmýþ karo yapýþtýrýcý (TS EN 12004-1 - R2T);;155.00
ZEMÝN & DUVAR KAPLAMA;103002231;Çimento esaslý, standart performanslý derz dolgusu (TS EN 13888 - CG1);;11.50
ZEMÝN & DUVAR KAPLAMA;103002232;Çimento esaslý, yüksek performanslý, yüksek aþýnma dayanýmlý, su emilimi azaltýlmýþ derz dolgusu (TS EN 13888 - CG2AW);;15.00
ZEMÝN & DUVAR KAPLAMA;103002233;Reaksiyon reçine esaslý (iki veya daha fazla bileþenli) derz dolgusu (TS EN 13888 - RG);;165.00
SIHHÝ TESÝSAT;103004101;Sentetik makro fiber donatýlý olup, TS EN 14488-5 standardýna göre akredite laboratuvarlarca yapýlan deney sonuçlarýna göre enerji depolama kapasitesi (500 joule ? enerji depolama kapasitesi < 700 joule) olan, 1 m³ püskürtme betonda, sentetik makro fiber donatý bedeli;;560.00
SIHHÝ TESÝSAT;103004102;Sentetik makro fiber donatýlý olup, TS EN 14488-5 standardýna göre akredite laboratuvarlarca yapýlan deney sonuçlarýna göre enerji depolama kapasitesi (700 joule ? enerji depolama kapasitesi < 1000 joule) olan, 1 m³ püskürtme betonda, sentetik makro fiber donatý bedeli;;815.00
SIHHÝ TESÝSAT;103004103;Sentetik makro fiber donatýlý olup, TS EN 14488-5 standardýna göre akredite laboratuvarlarca yapýlan deney sonuçlarýna göre enerji depolama kapasitesi (1000 joule ? enerji depolama kapasitesi) olan, 1 m³ püskürtme betonda, sentetik makro fiber donatý bedeli;;1060.00
SIHHÝ TESÝSAT;103004121;Sentetik makrofiber donatýlý olup, TS EN 14651+A1 standardýna göre akredite laboratuvarlarca yapýlan deney sonuçlarýna göre CMOD=0,5 mm'de min. 1,5 N/mm², CMOD=3,5 mm'de min 1 N/mm² deðeri olan, 1 m3 saha betonunda, sentetik makro fiber donatý bedeli;;760.00
ELEKTRÝK;103101421;Basma mukavemeti en az 100 kPa (üzeri gezilmeyen teras çatýlarda);;1500.00
ELEKTRÝK;103101431;Basma mukavemeti en az 100 kPa (üzeri gezilmeyen teras çatýlarda);;1930.00
BOYA & ALÇI;103101511;Yüzeye dik çekme mukavemeti en az 100 kPa (sadece profilli uygulamalar için);;2800.00
ELEKTRÝK;103101561;Basma mukavemeti en az 200 kPa (üzeri gezilmeyen ters teras çatýlarda);;3375.00
ELEKTRÝK;103101562;Basma mukavemeti en az 300 kPa, (üzeri gezilen ters teras çatýlarda);;3675.00
ELEKTRÝK;103101571;Basma mukavemeti en az 200 kPa (üzeri gezilmeyen ters teras çatýlarda);;3350.00
ELEKTRÝK;103101572;Basma mukavemeti en az 300 kPa, (üzeri gezilen ters teras çatýlarda);;3650.00
ELEKTRÝK;103101581;Basma mukavemeti en az 200 kPa (üzeri gezilmeyen ters teras çatýlarda);;3100.00
ELEKTRÝK;103101582;Basma mukavemeti en az 300 kPa, (üzeri gezilen ters teras çatýlarda);;3375.00
KAPI & PENCERE;103302361;15 cm ve daha büyük uzunluklar için (Týrnaklý plastik vidalý);;3.10
KAPI & PENCERE;103302362;15 cm ve daha büyük uzunluklar için (Týrnaklý çelik vidalý);;5.15
BOYA & ALÇI;103302401;Alüminyum Köþe Profili;;8.50
BOYA & ALÇI;103302402;PVC Köþe Profili;;3.50
BOYA & ALÇI;103302403;Alüminyum Köþe Profilleri (Fileli);;11.50
BOYA & ALÇI;103302404;PVC Köþe Profilleri (Fileli);;7.85
BOYA & ALÇI;103302405;Alüminyum Damlalýklý Köþe Profili;;9.75
BOYA & ALÇI;103302406;PVC Damlalýklý Köþe Profili;;6.50
BOYA & ALÇI;103302407;Alüminyum Damlalýklý Köþe Profilleri (Fileli);;23.50
BOYA & ALÇI;103302408;PVC Damlalýklý Köþe Profilleri (Fileli);;12.50
BOYA & ALÇI;103302411;3 ile 5 cm arasý mantolama kalýnlýklarý için alüminyum su basman (baþlangýç) profili;;35.00
BOYA & ALÇI;103302412;6 ile 10 cm arasý mantolama kalýnlýklarý için alüminyum su basman (baþlangýç) profili;;45.00
BOYA & ALÇI;103302416;Alüminyum denizlik uzatma profilleri;;55.00
BOYA & ALÇI;103302417;PVC denizlik uzatma profilleri;;23.50
BOYA & ALÇI;103302421;3 ile 5 cm arasý dilatasyon açýklýklarý için kauçuk nem bariyerli pvc esaslý dilatasyon profilleri (Fileli);;105.00
BOYA & ALÇI;103302422;6 ile 8 cm arasý dilatasyon açýklýklarý için kauçuk nem bariyerli pvc esaslý dilatasyon profilleri (Fileli);;135.00
BOYA & ALÇI;103302423;8 cm den büyük dilatasyon açýklýklarý için kauçuk nem bariyerli pvc esaslý dilatasyon profilleri (Fileli);;165.00
BOYA & ALÇI;103302426;Kendinden yapýþkanlý fileli PVC Pencere ve Kapý Baðlantý Profili (Doðrama Bitiþ Profili);;26.50
BOYA & ALÇI;103302501;Sýva filesi (145 ile 160g/m² alkaliye dayanýmlý) (Ulusal teknil onay veya avrupa teknik onay kapsamýnda belgeli);;12.00
BOYA & ALÇI;103302502;Sýva filesi (75 gr/m²) (Ulusal teknil onay veya avrupa teknik onay kapsamýnda belgeli);;8.00
ZEMÝN & DUVAR KAPLAMA;103302503;Isý yalýtým levhasý yapýþtýrýcýsý (TS 13566) (çimento esaslý polimer katkýlý);;4.00
ZEMÝN & DUVAR KAPLAMA;103302504;Isý yalýtým levhasý yapýþtýrýcýsý (Akrilik esaslý, elastik);;10.00
BOYA & ALÇI;103302505;Isý yalýtým levha sývasý (TS 13687) (çimento esaslý polimer katkýlý);;4.50
BOYA & ALÇI;103302506;Isý yalýtým levha sývasý (Akrilik esaslý, elastik);;15.00
BOYA & ALÇI;103302551;Panel kalýnlýðý 10cm - EPS Kalýnlýðý 7,5cm;;540.00
BOYA & ALÇI;103302552;Panel kalýnlýðý 11cm - EPS Kalýnlýðý 8,5cm;;570.00
BOYA & ALÇI;103302553;Panel kalýnlýðý 13cm - EPS Kalýnlýðý 10,5cm;;595.00
BOYA & ALÇI;103302554;Panel kalýnlýðý 15cm - EPS Kalýnlýðý 12,5cm;;630.00
BOYA & ALÇI;103302561;Panel kalýnlýðý 10cm - EPS Kalýnlýðý 7,5cm;;540.00
BOYA & ALÇI;103302562;Panel kalýnlýðý 11cm - EPS Kalýnlýðý 8,5cm;;570.00
BOYA & ALÇI;103302563;Panel kalýnlýðý 13cm - EPS Kalýnlýðý 10,5cm;;595.00
BOYA & ALÇI;103302564;Panel kalýnlýðý 15cm - EPS Kalýnlýðý 12,5cm;;625.00
BOYA & ALÇI;103303099;EPDM contalý, panel montaj vidasý;;2.50
BOYA & ALÇI;103303100;Çektirme vidalý, panel montaj vidasý;;2.50
BOYA & ALÇI;103303201;Hazýr (fabrikasyon), kaba/ince sýva harcý (T I, W I, CS I) (TS EN 998-1);;3950.00
BOYA & ALÇI;103303202;Hazýr (fabrikasyon), kaba/ince sýva harcý (T I, W I, CS II) (TS EN 998-1);;4300.00
BOYA & ALÇI;103303302;Gazbeton ýsý yalýtým levha sývasý;;4.50
ZEMÝN & DUVAR KAPLAMA;103303303;Gazbeton ýsý yalýtým levha yapýþtýrýcý;;4.50
